,reviewer,paper_id,decision,review
1974,Emma Keuleyan,28961,Rejected,Insufficient research design and methodology.
1975,Emma Keuleyan,503,Rejected,Insufficient research design and methodology.
1976,Kewal Krishan,505,Rejected,Weak argument and analysis.
1977,Kewal Krishan,28972,Rejected,Weak argument and analysis.
1978,Kewal Krishan,28995,Rejected,Weak argument and analysis.
1979,Kewal Krishan,403,Rejected,Weak argument and analysis.
1980,Kewal Krishan,28809,Rejected,Weak argument and analysis.
1981,Kewal Krishan,207,Rejected,Weak argument and analysis.
1982,Kewal Krishan,478,Rejected,Weak argument and analysis.
1983,Kewal Krishan,28800,Rejected,Weak argument and analysis.
1984,Kewal Krishan,385,Rejected,Weak argument and analysis.
1985,Kewal Krishan,340,Rejected,Weak argument and analysis.
1986,Kewal Krishan,345,Rejected,Weak argument and analysis.
1987,Kewal Krishan,547,Rejected,Weak argument and analysis.
1988,Kewal Krishan,491,Rejected,Weak argument and analysis.
1989,Tanuj Kanchan,29052,Rejected,Inconsistent or contradictory results.
1990,Tanuj Kanchan,282,Rejected,Inconsistent or contradictory results.
1991,Tanuj Kanchan,28687,Rejected,Inconsistent or contradictory results.
1992,Tanuj Kanchan,28929,Rejected,Inconsistent or contradictory results.
1993,Tanuj Kanchan,304,Rejected,Inconsistent or contradictory results.
1994,Tanuj Kanchan,28996,Rejected,Inconsistent or contradictory results.
1995,Tanuj Kanchan,307,Rejected,Inconsistent or contradictory results.
1996,Tanuj Kanchan,29057,Rejected,Inconsistent or contradictory results.
1997,Tanuj Kanchan,29053,Rejected,Inconsistent or contradictory results.
1998,Tanuj Kanchan,16,Rejected,Inconsistent or contradictory results.
1999,Tanuj Kanchan,98,Rejected,Inconsistent or contradictory results.
2000,Tanuj Kanchan,28822,Rejected,Inconsistent or contradictory results.
2001,Tanuj Kanchan,408,Rejected,Inconsistent or contradictory results.
2002,Tanuj Kanchan,28954,Rejected,Inconsistent or contradictory results.
2003,Tanuj Kanchan,28939,Rejected,Inconsistent or contradictory results.
2004,Tanuj Kanchan,451,Rejected,Inconsistent or contradictory results.
2005,Tanuj Kanchan,91,Rejected,Inconsistent or contradictory results.
2006,Tanuj Kanchan,502,Rejected,Inconsistent or contradictory results.
2007,Tanuj Kanchan,517,Rejected,Inconsistent or contradictory results.
2008,Tanuj Kanchan,345,Rejected,Inconsistent or contradictory results.
2009,Tanuj Kanchan,359,Rejected,Inconsistent or contradictory results.
2010,Tanuj Kanchan,29048,Rejected,Inconsistent or contradictory results.
2011,Tanuj Kanchan,232,Rejected,Inconsistent or contradictory results.
2012,Amos K. Laar,459,Accepted,Excellent methodology and analysis.
2013,Amos K. Laar,28966,Accepted,Excellent methodology and analysis.
2014,Arthur Caplan,85,Rejected,Poorly written and difficult to understand.
2015,Barbara K. Redman,205,Accepted,Original and insightful research.
2016,Barbara K. Redman,230,Accepted,Original and insightful research.
2017,Barbara K. Redman,28937,Accepted,Original and insightful research.
2018,Kyle Ferguson,576,Accepted,Well-structured and coherent argument.
2019,Kyle Ferguson,432,Accepted,Well-structured and coherent argument.
2020,Kyle Ferguson,28901,Accepted,Well-structured and coherent argument.
2021,Kyle Ferguson,270,Accepted,Well-structured and coherent argument.
2022,Abhishek Tandon,508,Accepted,Thorough and well-written.
2023,Abhishek Tandon,28875,Accepted,Thorough and well-written.
2024,Abhishek Tandon,29004,Accepted,Thorough and well-written.
2025,Abhishek Tandon,28841,Accepted,Thorough and well-written.
2026,Vincent Richman,28744,Rejected,Limited relevance and significance.
2027,Vincent Richman,28908,Rejected,Limited relevance and significance.
2028,Vincent Richman,316,Rejected,Limited relevance and significance.
2029,Lamia Kara,28970,Accepted,Well-structured and coherent argument.
2030,Mustapha Benmansour,211,Accepted,Well researched and clearly presented.
2031,Nassim Kazitani,59,Rejected,Inadequate data and sample size.
2032,Nassim Kazitani,493,Rejected,Inadequate data and sample size.
2033,Noureddine Bettahar,28706,Accepted,Excellent methodology and analysis.
2034,Arie Rip,28856,Accepted,Well-structured and coherent argument.
2035,Arie Rip,234,Accepted,Well-structured and coherent argument.
2036,Arie Rip,28936,Accepted,Well-structured and coherent argument.
2037,Arie Rip,28881,Accepted,Well-structured and coherent argument.
2038,Arie Rip,506,Accepted,Well-structured and coherent argument.
2039,Penelope Engel-Hills,37,Rejected,Not a good fit for the journal's scope.
2040,Penelope Engel-Hills,430,Rejected,Not a good fit for the journal's scope.
2041,Penelope Engel-Hills,23,Rejected,Not a good fit for the journal's scope.
2042,Penelope Engel-Hills,3,Rejected,Not a good fit for the journal's scope.
2043,Erik Laes,3,Accepted,Valuable addition to the literature.
2044,Erik Laes,389,Accepted,Valuable addition to the literature.
2045,Erik Laes,415,Accepted,Valuable addition to the literature.
2046,Erik Laes,28784,Accepted,Valuable addition to the literature.
2047,Erik Laes,28811,Accepted,Valuable addition to the literature.
2048,Erik Laes,28824,Accepted,Valuable addition to the literature.
2049,Gunter Bombaerts,25,Accepted,Valuable addition to the literature.
2050,Gunter Bombaerts,47,Accepted,Valuable addition to the literature.
2051,Gunter Bombaerts,29103,Accepted,Valuable addition to the literature.
2052,Ashish Patel,202,Rejected,Not a good fit for the journal's scope.
2053,Doniel Drazin,29055,Rejected,Lack of original contribution to the field.
2054,Doniel Drazin,169,Rejected,Lack of original contribution to the field.
2055,George Hanna,28890,Accepted,Well-structured and coherent argument.
2056,George Hanna,272,Accepted,Well-structured and coherent argument.
2057,Kevin Spitler,271,Rejected,Poorly written and difficult to understand.
2058,Kevin Spitler,581,Rejected,Poorly written and difficult to understand.
2059,Kevin Spitler,212,Rejected,Poorly written and difficult to understand.
2060,Milos Cekic,411,Accepted,Solid contribution to the field.
2061,Milos Cekic,309,Accepted,Solid contribution to the field.
2062,Ray Chu,44,Rejected,Insufficient research design and methodology.
2063,Ray Chu,57,Rejected,Insufficient research design and methodology.
2064,Ray Chu,340,Rejected,Insufficient research design and methodology.
2065,Charles E. Harris,254,Accepted,Well-structured and coherent argument.
2066,Charles E. Harris,337,Accepted,Well-structured and coherent argument.
2067,Charles E. Harris,262,Accepted,Well-structured and coherent argument.
2068,William T. Lynch,485,Rejected,Unconvincing or unsupported conclusions.
2069,William T. Lynch,242,Rejected,Unconvincing or unsupported conclusions.
2070,Matthew A. Butkus,28847,Accepted,Valuable addition to the literature.
2071,Matthew A. Butkus,29011,Accepted,Valuable addition to the literature.
2072,Udo Pesch,576,Accepted,Solid contribution to the field.
2073,Udo Pesch,28781,Accepted,Solid contribution to the field.
2074,Charlotte Stix,140,Rejected,Inconsistent or contradictory results.
2075,Charlotte Stix,427,Rejected,Inconsistent or contradictory results.
2076,Charles-Henry Frouart,41,Rejected,Not a good fit for the journal's scope.
2077,Christian Hervé,29101,Rejected,Fundamental flaws in the study design.
2078,Christian Hervé,497,Rejected,Fundamental flaws in the study design.
2079,Christian Hervé,28821,Rejected,Fundamental flaws in the study design.
2080,Christian Hervé,28949,Rejected,Fundamental flaws in the study design.
2081,Christian Hervé,532,Rejected,Fundamental flaws in the study design.
2082,Christian Hervé,56,Rejected,Fundamental flaws in the study design.
2083,Christophe Le Tourneau,29098,Accepted,Thorough and well-written.
2084,Christophe Le Tourneau,318,Accepted,Thorough and well-written.
2085,Christophe Le Tourneau,29102,Accepted,Thorough and well-written.
2086,Guillaume Vogt,29049,Rejected,Lack of original contribution to the field.
2087,Guillaume Vogt,85,Rejected,Lack of original contribution to the field.
2088,Henri-Corto Stoeklé,365,Accepted,Innovative and thought-provoking.
2089,Henri-Corto Stoeklé,155,Accepted,Innovative and thought-provoking.
2090,Henri-Corto Stoeklé,456,Accepted,Innovative and thought-provoking.
2091,Henri-Corto Stoeklé,344,Accepted,Innovative and thought-provoking.
2092,Henri-Corto Stoeklé,28791,Accepted,Innovative and thought-provoking.
2093,Henri-Corto Stoeklé,329,Accepted,Innovative and thought-provoking.
2094,Pierre Laurent-Puig,68,Accepted,Well researched and clearly presented.
2095,Pierre Laurent-Puig,181,Accepted,Well researched and clearly presented.
2096,Ruchen Wen,105,Rejected,Lack of original contribution to the field.
2097,Ruchen Wen,161,Rejected,Lack of original contribution to the field.
2098,Ruchen Wen,29077,Rejected,Lack of original contribution to the field.
2099,Ryan Blake Jackson,28745,Accepted,Valuable addition to the literature.
2100,Ryan Blake Jackson,194,Accepted,Valuable addition to the literature.
2101,Tom Williams 0001,334,Rejected,Insufficient research design and methodology.
2102,Matthew A. Allison,280,Rejected,Not a good fit for the journal's scope.
2103,Matthew A. Allison,400,Rejected,Not a good fit for the journal's scope.
2104,Matthew A. Allison,28963,Rejected,Not a good fit for the journal's scope.
2105,Michael W. Kalichman,310,Rejected,Weak argument and analysis.
2106,Michael W. Kalichman,132,Rejected,Weak argument and analysis.
2107,Michael W. Kalichman,28874,Rejected,Weak argument and analysis.
2108,Michael W. Kalichman,434,Rejected,Weak argument and analysis.
2109,Michael W. Kalichman,451,Rejected,Weak argument and analysis.
2110,Michael W. Kalichman,28911,Rejected,Weak argument and analysis.
2111,Michael W. Kalichman,71,Rejected,Weak argument and analysis.
2112,Ronnie Hawkins,29062,Rejected,Inadequate data and sample size.
2113,Philip Robichaud,72,Rejected,Not a good fit for the journal's scope.
2114,Philip Robichaud,28717,Rejected,Not a good fit for the journal's scope.
2115,Philip Robichaud,28846,Rejected,Not a good fit for the journal's scope.
2116,Philip Robichaud,28775,Rejected,Not a good fit for the journal's scope.
2117,T. Prabhakar Clement,340,Accepted,Solid contribution to the field.
2118,Hugh Desmond,52,Accepted,Innovative and thought-provoking.
2119,Hugh Desmond,260,Accepted,Innovative and thought-provoking.
2120,Hong Chen,28922,Rejected,Unconvincing or unsupported conclusions.
2121,Hong Chen,398,Rejected,Unconvincing or unsupported conclusions.
2122,Hui Lu,406,Rejected,Unconvincing or unsupported conclusions.
2123,Ruyin Long,51,Rejected,Poorly written and difficult to understand.
2124,Ruyin Long,358,Rejected,Poorly written and difficult to understand.
2125,Wei Du,28753,Accepted,Original and insightful research.
2126,Wei Du,28744,Accepted,Original and insightful research.
2127,Annibale Biggeri,292,Accepted,Thorough and well-written.
2128,Annibale Biggeri,275,Accepted,Thorough and well-written.
2129,Zubin Master,29077,Accepted,Well researched and clearly presented.
2130,Zubin Master,337,Accepted,Well researched and clearly presented.
2131,Zubin Master,29004,Accepted,Well researched and clearly presented.
2132,Zubin Master,427,Accepted,Well researched and clearly presented.
2133,Zubin Master,479,Accepted,Well researched and clearly presented.
2134,Zubin Master,28702,Accepted,Well researched and clearly presented.
2135,Zubin Master,274,Accepted,Well researched and clearly presented.
2136,Bridget M. Noonan,438,Rejected,Unconvincing or unsupported conclusions.
2137,Debra Parrish,29033,Rejected,Inconsistent or contradictory results.
2138,Debra Parrish,28979,Rejected,Inconsistent or contradictory results.
2139,Bernice Simone Elger,150,Rejected,Poorly written and difficult to understand.
2140,Bernice Simone Elger,12,Rejected,Poorly written and difficult to understand.
2141,Bernice Simone Elger,269,Rejected,Poorly written and difficult to understand.
2142,Bernice Simone Elger,28885,Rejected,Poorly written and difficult to understand.
2143,Bernice Simone Elger,530,Rejected,Poorly written and difficult to understand.
2144,Bernice Simone Elger,186,Rejected,Poorly written and difficult to understand.
2145,Bernice Simone Elger,28990,Rejected,Poorly written and difficult to understand.
2146,Marc Folcher,481,Rejected,Weak argument and analysis.
2147,Raheleh Heidari Feidt,28928,Accepted,Valuable addition to the literature.
2148,Margaret C. Thompson,304,Accepted,Well researched and clearly presented.
2149,Margaret C. Thompson,28778,Accepted,Well researched and clearly presented.
2150,Neelke Doorn,426,Rejected,Unconvincing or unsupported conclusions.
2151,Neelke Doorn,28964,Rejected,Unconvincing or unsupported conclusions.
2152,Neelke Doorn,432,Rejected,Unconvincing or unsupported conclusions.
2153,Neelke Doorn,29073,Rejected,Unconvincing or unsupported conclusions.
2154,Neelke Doorn,464,Rejected,Unconvincing or unsupported conclusions.
2155,Neelke Doorn,28672,Rejected,Unconvincing or unsupported conclusions.
2156,Neelke Doorn,28938,Rejected,Unconvincing or unsupported conclusions.
2157,Jenny Krutzinna,206,Rejected,Inconsistent or contradictory results.
2158,Jenny Krutzinna,226,Rejected,Inconsistent or contradictory results.
2159,Jenny Krutzinna,28723,Rejected,Inconsistent or contradictory results.
2160,Jenny Krutzinna,235,Rejected,Inconsistent or contradictory results.
2161,Jenny Krutzinna,313,Rejected,Inconsistent or contradictory results.
2162,Luciano Floridi,79,Rejected,Poorly written and difficult to understand.
2163,Luciano Floridi,508,Rejected,Poorly written and difficult to understand.
2164,Luciano Floridi,28684,Rejected,Poorly written and difficult to understand.
2165,Luciano Floridi,265,Rejected,Poorly written and difficult to understand.
2166,Luciano Floridi,28967,Rejected,Poorly written and difficult to understand.
2167,Luciano Floridi,538,Rejected,Poorly written and difficult to understand.
2168,Luciano Floridi,485,Rejected,Poorly written and difficult to understand.
2169,Luciano Floridi,29040,Rejected,Poorly written and difficult to understand.
2170,Mariarosaria Taddeo,28906,Rejected,Inconsistent or contradictory results.
2171,Mariarosaria Taddeo,28720,Rejected,Inconsistent or contradictory results.
2172,Mariarosaria Taddeo,28905,Rejected,Inconsistent or contradictory results.
2173,Mariarosaria Taddeo,474,Rejected,Inconsistent or contradictory results.
2174,Mariarosaria Taddeo,502,Rejected,Inconsistent or contradictory results.
2175,Mariarosaria Taddeo,319,Rejected,Inconsistent or contradictory results.
2176,Robert Frodeman,271,Accepted,Compelling and well-supported conclusions.
2177,Alex John London,28838,Accepted,Significant and impactful findings.
2178,Alex John London,28830,Accepted,Significant and impactful findings.
2179,Alex John London,257,Accepted,Significant and impactful findings.
2180,Alex John London,28827,Accepted,Significant and impactful findings.
2181,Frauke Hoss,150,Accepted,Excellent methodology and analysis.
2182,Valérie Racine,384,Rejected,Insufficient research design and methodology.
2183,Valérie Racine,397,Rejected,Insufficient research design and methodology.
2184,Amin Asadi,59,Rejected,Lack of original contribution to the field.
2185,Amin Asadi,160,Rejected,Lack of original contribution to the field.
2186,Amin Asadi,462,Rejected,Lack of original contribution to the field.
2187,Fahime Asadi,32,Rejected,Insufficient research design and methodology.
2188,Fahime Asadi,277,Rejected,Insufficient research design and methodology.
2189,Fahime Asadi,29032,Rejected,Insufficient research design and methodology.
2190,Kokab Khalili Paji,315,Rejected,Fundamental flaws in the study design.
2191,Kokab Khalili Paji,28899,Rejected,Fundamental flaws in the study design.
2192,Kokab Khalili Paji,68,Rejected,Fundamental flaws in the study design.
2193,Meisam Asadi,356,Accepted,Compelling and well-supported conclusions.
2194,Meisam Asadi,4,Accepted,Compelling and well-supported conclusions.
2195,Meisam Asadi,288,Accepted,Compelling and well-supported conclusions.
2196,Meisam Asadi,28940,Accepted,Compelling and well-supported conclusions.
2197,Meisam Asadi,28706,Accepted,Compelling and well-supported conclusions.
2198,Meisam Asadi,29026,Accepted,Compelling and well-supported conclusions.
2199,Nader Rahbar,219,Rejected,Limited relevance and significance.
2200,Nader Rahbar,411,Rejected,Limited relevance and significance.
2201,Nader Rahbar,28926,Rejected,Limited relevance and significance.
2202,Mark S. Davis,28687,Accepted,Thorough and well-written.
2203,Mark S. Davis,221,Accepted,Thorough and well-written.
2204,Mark S. Davis,250,Accepted,Thorough and well-written.
2205,Mark S. Davis,28915,Accepted,Thorough and well-written.
2206,Mark S. Davis,28675,Accepted,Thorough and well-written.
2207,Michelle Riske-Morris,411,Accepted,Original and insightful research.
2208,Michelle Riske-Morris,209,Accepted,Original and insightful research.
2209,Michelle Riske-Morris,28869,Accepted,Original and insightful research.
2210,Sebastian R. Diaz,216,Rejected,Inconsistent or contradictory results.
2211,Sebastian R. Diaz,28871,Rejected,Inconsistent or contradictory results.
2212,Angelina Patrick Olesen,4,Rejected,Inconsistent or contradictory results.
2213,Angelina Patrick Olesen,226,Rejected,Inconsistent or contradictory results.
2214,Latifah Amin,324,Accepted,Original and insightful research.
2215,Latifah Amin,28873,Accepted,Original and insightful research.
2216,Siti Nurani Mohd Nor,96,Rejected,Not a good fit for the journal's scope.
2217,Siti Nurani Mohd Nor,62,Rejected,Not a good fit for the journal's scope.
2218,Dena Plemmons,29017,Rejected,Limited relevance and significance.
2219,Dena Plemmons,28984,Rejected,Limited relevance and significance.
2220,Dena Plemmons,274,Rejected,Limited relevance and significance.
2221,Dena Plemmons,468,Rejected,Limited relevance and significance.
2222,Dena Plemmons,584,Rejected,Limited relevance and significance.
2223,Dena Plemmons,28674,Rejected,Limited relevance and significance.
2224,Dena Plemmons,439,Rejected,Limited relevance and significance.
2225,Dena Plemmons,28741,Rejected,Limited relevance and significance.
2226,Monica Sweet,28791,Rejected,Inadequate data and sample size.
2227,Monica Sweet,289,Rejected,Inadequate data and sample size.
2228,Monica Sweet,457,Rejected,Inadequate data and sample size.
2229,Herman Paul,476,Accepted,Original and insightful research.
2230,Herman Paul,372,Accepted,Original and insightful research.
2231,Dorthie Cross,513,Rejected,Insufficient research design and methodology.
2232,Michael J. Kuhar,28748,Accepted,Excellent methodology and analysis.
2233,Michael J. Kuhar,28745,Accepted,Excellent methodology and analysis.
2234,Michael J. Kuhar,404,Accepted,Excellent methodology and analysis.
2235,Sven Ove Hansson,552,Rejected,Poorly written and difficult to understand.
2236,Sven Ove Hansson,428,Rejected,Poorly written and difficult to understand.
2237,Sven Ove Hansson,28980,Rejected,Poorly written and difficult to understand.
2238,Sven Ove Hansson,430,Rejected,Poorly written and difficult to understand.
2239,Sven Ove Hansson,28757,Rejected,Poorly written and difficult to understand.
2240,Sven Ove Hansson,28970,Rejected,Poorly written and difficult to understand.
2241,Sven Ove Hansson,9,Rejected,Poorly written and difficult to understand.
2242,Sven Ove Hansson,262,Rejected,Poorly written and difficult to understand.
2243,Sven Ove Hansson,28937,Rejected,Poorly written and difficult to understand.
2244,Alexandra Kapeller,28707,Accepted,Valuable addition to the literature.
2245,Ann-Marie Hughes,117,Accepted,Well researched and clearly presented.
2246,Ann-Marie Hughes,477,Accepted,Well researched and clearly presented.
2247,Ann-Marie Hughes,28680,Accepted,Well researched and clearly presented.
2248,Ann-Marie Hughes,28788,Accepted,Well researched and clearly presented.
2249,Eduard Fosch-Villaronga,388,Rejected,Inconsistent or contradictory results.
2250,Eduard Fosch-Villaronga,580,Rejected,Inconsistent or contradictory results.
2251,Eduard Fosch-Villaronga,29099,Rejected,Inconsistent or contradictory results.
2252,Shunhai Qu,28861,Accepted,Thorough and well-written.
2253,Shunhai Qu,474,Accepted,Thorough and well-written.
2254,Shunhai Qu,414,Accepted,Thorough and well-written.
2255,Viroj Wiwanitkit,28829,Accepted,Well-structured and coherent argument.
2256,Viroj Wiwanitkit,28743,Accepted,Well-structured and coherent argument.
2257,Viroj Wiwanitkit,440,Accepted,Well-structured and coherent argument.
2258,Viroj Wiwanitkit,28794,Accepted,Well-structured and coherent argument.
2259,Viroj Wiwanitkit,96,Accepted,Well-structured and coherent argument.
2260,Viroj Wiwanitkit,278,Accepted,Well-structured and coherent argument.
2261,Viroj Wiwanitkit,225,Accepted,Well-structured and coherent argument.
2262,Viroj Wiwanitkit,551,Accepted,Well-structured and coherent argument.
2263,Jason Borenstein,28845,Rejected,Limited relevance and significance.
2264,Jason Borenstein,28899,Rejected,Limited relevance and significance.
2265,Jason Borenstein,193,Rejected,Limited relevance and significance.
2266,Jason Borenstein,240,Rejected,Limited relevance and significance.
2267,Jason Borenstein,492,Rejected,Limited relevance and significance.
2268,Jason Borenstein,394,Rejected,Limited relevance and significance.
2269,Jason Borenstein,212,Rejected,Limited relevance and significance.
2270,Jason Borenstein,123,Rejected,Limited relevance and significance.
2271,Jason Borenstein,28834,Rejected,Limited relevance and significance.
2272,Jason Borenstein,521,Rejected,Limited relevance and significance.
2273,Jason Borenstein,297,Rejected,Limited relevance and significance.
2274,Julie L. Swann,522,Accepted,Well researched and clearly presented.
2275,Julie L. Swann,385,Accepted,Well researched and clearly presented.
2276,Julie L. Swann,358,Accepted,Well researched and clearly presented.
2277,Matthew J. Drake,28978,Rejected,Inadequate data and sample size.
2278,Matthew J. Drake,332,Rejected,Inadequate data and sample size.
2279,Matthew J. Drake,87,Rejected,Inadequate data and sample size.
2280,Matthew J. Drake,29022,Rejected,Inadequate data and sample size.
2281,Matthew J. Drake,290,Rejected,Inadequate data and sample size.
2282,Robert Kirkman,186,Accepted,Well researched and clearly presented.
2283,Robert Kirkman,29060,Accepted,Well researched and clearly presented.
2284,Erika Spuchlakova,28938,Rejected,Limited relevance and significance.
2285,Pavol Kral,29078,Rejected,Inconsistent or contradictory results.
2286,Pavol Kral,28753,Rejected,Inconsistent or contradictory results.
2287,Pavol Kral,28833,Rejected,Inconsistent or contradictory results.
2288,Georgina Voss,28957,Accepted,Well-structured and coherent argument.
2289,Georgina Voss,28844,Accepted,Well-structured and coherent argument.
2290,Jakob Stenseke,3,Rejected,Inconsistent or contradictory results.
2291,Jakob Stenseke,466,Rejected,Inconsistent or contradictory results.
2292,Jakob Stenseke,333,Rejected,Inconsistent or contradictory results.
2293,Shan Jing,28752,Accepted,Significant and impactful findings.
2294,Shan Jing,28779,Accepted,Significant and impactful findings.
2295,Shan Jing,28679,Accepted,Significant and impactful findings.
2296,Shan Jing,28877,Accepted,Significant and impactful findings.
2297,Kenneth V. Iserson,136,Accepted,Well researched and clearly presented.
2298,Bernice S. Elger,22,Accepted,Well researched and clearly presented.
2299,David M. Shaw,423,Rejected,Limited relevance and significance.
2300,David M. Shaw,156,Rejected,Limited relevance and significance.
2301,David M. Shaw,28864,Rejected,Limited relevance and significance.
2302,David M. Shaw,217,Rejected,Limited relevance and significance.
2303,David M. Shaw,299,Rejected,Limited relevance and significance.
2304,David M. Shaw,326,Rejected,Limited relevance and significance.
2305,Isabelle Wienand,28933,Rejected,Lack of original contribution to the field.
2306,Isabelle Wienand,526,Rejected,Lack of original contribution to the field.
2307,Milenko Rakic,29048,Accepted,Innovative and thought-provoking.
2308,Milenko Rakic,293,Accepted,Innovative and thought-provoking.
2309,Milenko Rakic,130,Accepted,Innovative and thought-provoking.
2310,Milenko Rakic,148,Accepted,Innovative and thought-provoking.
2311,Rebecca Nast,28820,Accepted,Solid contribution to the field.
2312,Rebecca Nast,107,Accepted,Solid contribution to the field.
2313,Rebecca Nast,80,Accepted,Solid contribution to the field.
2314,Betty B. Chaar,40,Accepted,Original and insightful research.
2315,Iman A. Basheti,28700,Rejected,Not a good fit for the journal's scope.
2316,Iman A. Basheti,28960,Rejected,Not a good fit for the journal's scope.
2317,Iman A. Basheti,474,Rejected,Not a good fit for the journal's scope.
2318,Leen B. Fino,28979,Rejected,Poorly written and difficult to understand.
2319,Joe Giffels,122,Accepted,Thorough and well-written.
2320,Sara H. Vollmer,158,Accepted,Thorough and well-written.
2321,Sara H. Vollmer,28984,Accepted,Thorough and well-written.
2322,Stephanie J. Bird,28732,Accepted,Valuable addition to the literature.
2323,Stephanie J. Bird,314,Accepted,Valuable addition to the literature.
2324,Stephanie J. Bird,218,Accepted,Valuable addition to the literature.
2325,Stephanie J. Bird,29033,Accepted,Valuable addition to the literature.
2326,Stephanie J. Bird,490,Accepted,Valuable addition to the literature.
2327,Stephanie J. Bird,29044,Accepted,Valuable addition to the literature.
2328,Stephanie J. Bird,29078,Accepted,Valuable addition to the literature.
2329,Stephanie J. Bird,272,Accepted,Valuable addition to the literature.
2330,Stephanie J. Bird,178,Accepted,Valuable addition to the literature.
2331,Stephanie J. Bird,243,Accepted,Valuable addition to the literature.
2332,Colin Berry,28997,Accepted,Significant and impactful findings.
2333,Colin Berry,152,Accepted,Significant and impactful findings.
2334,Colin Berry,449,Accepted,Significant and impactful findings.
2335,Colin Berry,28748,Accepted,Significant and impactful findings.
2336,Maryam Alsadat Hashemipour,325,Rejected,Inconsistent or contradictory results.
2337,Nader Navabi,28724,Accepted,Significant and impactful findings.
2338,Nader Navabi,28894,Accepted,Significant and impactful findings.
2339,Sepehr Pourmonajemzadeh,450,Rejected,Poorly written and difficult to understand.
2340,Sepehr Pourmonajemzadeh,29052,Rejected,Poorly written and difficult to understand.
2341,Sepehr Pourmonajemzadeh,247,Rejected,Poorly written and difficult to understand.
2342,Shane Epting,91,Accepted,Well-structured and coherent argument.
2343,Shane Epting,520,Accepted,Well-structured and coherent argument.
2344,Shane Epting,340,Accepted,Well-structured and coherent argument.
2345,Shane Epting,28765,Accepted,Well-structured and coherent argument.
2346,Wandi Bruine de Bruin,29054,Accepted,Original and insightful research.
2347,Wandi Bruine de Bruin,406,Accepted,Original and insightful research.
2348,Wandi Bruine de Bruin,341,Accepted,Original and insightful research.
2349,Antje Schnarr,28938,Accepted,Significant and impactful findings.
2350,Marcel Mertz,121,Accepted,Significant and impactful findings.
2351,Marcel Mertz,28699,Accepted,Significant and impactful findings.
2352,William Bülow,28680,Rejected,Not a good fit for the journal's scope.
2353,William Bülow,28742,Rejected,Not a good fit for the journal's scope.
2354,William Bülow,28936,Rejected,Not a good fit for the journal's scope.
2355,Raymond E. Spier,55,Rejected,Fundamental flaws in the study design.
2356,Raymond E. Spier,28906,Rejected,Fundamental flaws in the study design.
2357,Raymond E. Spier,82,Rejected,Fundamental flaws in the study design.
2358,Raymond E. Spier,28885,Rejected,Fundamental flaws in the study design.
2359,Charles Verharen,28737,Rejected,Inconsistent or contradictory results.
2360,Charles Verharen,29075,Rejected,Inconsistent or contradictory results.
2361,Charles Verharen,319,Rejected,Inconsistent or contradictory results.
2362,Charles Verharen,388,Rejected,Inconsistent or contradictory results.
2363,Charles Verharen,28871,Rejected,Inconsistent or contradictory results.
2364,Charles Verharen,289,Rejected,Inconsistent or contradictory results.
2365,Charles Verharen,252,Rejected,Inconsistent or contradictory results.
2366,Charles Verharen,403,Rejected,Inconsistent or contradictory results.
2367,Charles Verharen,313,Rejected,Inconsistent or contradictory results.
2368,Charles Verharen,61,Rejected,Inconsistent or contradictory results.
2369,George Wang,28918,Rejected,Lack of original contribution to the field.
2370,George Wang,310,Rejected,Lack of original contribution to the field.
2371,Russell George Thompson,28723,Accepted,Excellent methodology and analysis.
2372,Russell George Thompson,47,Accepted,Excellent methodology and analysis.
2373,Victoria Sutton,395,Rejected,Inadequate data and sample size.
2374,Victoria Sutton,451,Rejected,Inadequate data and sample size.
2375,Aaron D. Levine,29015,Rejected,Fundamental flaws in the study design.
2376,Laura Palucki Blake,486,Accepted,Well-structured and coherent argument.
2377,Roberta M. Berry,28895,Rejected,Inadequate data and sample size.
2378,Roberta M. Berry,162,Rejected,Inadequate data and sample size.
2379,Roberta M. Berry,131,Rejected,Inadequate data and sample size.
2380,Richard Meissner,28985,Rejected,Lack of original contribution to the field.
2381,Shannon L. Spruit,29092,Rejected,Weak argument and analysis.
2382,Zoë Robaey,354,Accepted,Solid contribution to the field.
2383,Jessica M. Smith,28688,Accepted,Thorough and well-written.
2384,Jessica M. Smith,165,Accepted,Thorough and well-written.
2385,Nicole M. Smith,158,Rejected,Weak argument and analysis.
2386,Nicole M. Smith,392,Rejected,Weak argument and analysis.
2387,Nicole M. Smith,163,Rejected,Weak argument and analysis.
2388,Nicole M. Smith,29055,Rejected,Weak argument and analysis.
2389,Alok Atreya,28779,Accepted,Well researched and clearly presented.
2390,Alok Atreya,28837,Accepted,Well researched and clearly presented.
2391,Alok Atreya,171,Accepted,Well researched and clearly presented.
2392,Alok Atreya,28856,Accepted,Well researched and clearly presented.
2393,Judy Illes,127,Accepted,Significant and impactful findings.
2394,Judy Illes,28689,Accepted,Significant and impactful findings.
2395,Judy Illes,327,Accepted,Significant and impactful findings.
2396,Judy Illes,28914,Accepted,Significant and impactful findings.
2397,Judy Illes,349,Accepted,Significant and impactful findings.
2398,Judy Illes,28907,Accepted,Significant and impactful findings.
2399,Judy Illes,37,Accepted,Significant and impactful findings.
2400,Judy Illes,103,Accepted,Significant and impactful findings.
2401,Mark J. Cook,28989,Rejected,Inadequate data and sample size.
