,articleID,authors,journal,number,pages,title,volume,year,citations,correspondingAuthor,keywords,reviewers,abstract,edition_year,conference,edition_id,edition_number,city,start_date,end_date,issn,volume_id
508,510,Helmut Seidl,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Fast and Simple Nested Fixpoints,96-05,1996,334|212|28983|285,Helmut Seidl,natural language processing|expert systems,Mohammed Madadin|Dennis M. Gorman|Jeroen van den Hoven,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-96-05
509,511,Christoph Meinel|Harald Sack,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Xor-OBDDs - a BDD Structure for Probabilistic Verification,98-28,1998,28801|28927|264|28687|28948|28822|28824|29083|160|28962|28837|295|28840|28842|28986|200|343|475|28772|28779|127,Christoph Meinel,data management|data processing|data querying|data management|data modeling|big data,Ibo van de Poel|Daniel Andrés La Rotta Forero|Angelika Storrer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-98-28
510,512,Peter Gritzmann|Thomas Burger,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Polytopes in Combinatorial Optimization,96-08,1996,28896|28709|265|181|349,Peter Gritzmann,genetic algorithms|computer vision|bayesian networks|machine learning|reinforcement learning,Irving L. Traiger|Jurate Lekstutiene|Kevin T. FitzGerald,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-96-08
511,513,Christoph Meinel|Mikail Gevantmakher,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Medizinische Bildverarbeitung - eine Übersicht,04-03,2004,14|28687|28690|28826|28958|28846|28730|28864|28746|28886|28888|29025|28899|486|28911|115,Mikail Gevantmakher,neural networks|reinforcement learning,Michael Tarnowski|Emily Bell|Dorthie Cross|Tom Børsen,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-04-03
512,514,C. T. Kelley|Ekkehard W. Sachs,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Local Convergence of the Symmetric Rank-One Iteration,95-07,1995,259|28814|28701|28711|29095|28969|425|304|28850|28726|580|28893|351|28779|376|127,C. T. Kelley,bayesian networks|deep learning|deep learning,Christian Stangier|Helmut Seidl|Rudi Studer|Willem-Paul Brinkman,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1995.0,NeurIPS,NeurIPS_27,27.0,Tokyo,16-08-1995,18-08-1995,94510548,94510548-95-07
513,515,Carsten Damm|Markus Holzer 0001|Peter Rossmanith,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Expressing Uniformity via Oracles,95-01,1995,326|28809|28885|28789,Peter Rossmanith,cybersecurity|penetration testing|information security,Anat Elhalal|Stephen A. Gallo|Alastair J. D. Macdonald,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1995.0,CVPR,CVPR_27,27.0,Tokyo,12-02-1995,15-02-1995,94510548,94510548-95-01
514,516,Friedemann Leibfritz,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Computational Design of Stabilizing Static Output Feedback Controllers,99-01,1999,9|28686|26|29092|29096|29100|28985|28868|213|29031|247|28925,Friedemann Leibfritz,expert systems|expert systems,Gudrun Klinker|Lisa M. Rasmussen|Andreas Neumann 0001,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1999.0,CVPR,CVPR_31,31.0,London,15-05-1999,18-05-1999,94510548,94510548-99-01
515,517,Lothar Breuer,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,A Piecewise-Deterministic Model for Brownian Motion,02-06,2002,28672|29061|28815|27|28959|28703|291|39|28721|437|28855|447|28995|90|475|29021|28901|28907|380,Lothar Breuer,malware analysis|network security|penetration testing,Tanuj Kanchan|Raymond F. Boyce|Karsten Weber,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2002.0,AAAI,AAAI_34,34.0,San Francisco,05-08-2002,06-08-2002,94510548,94510548-02-06
516,518,Christoph Meinel|Michael Schmitt 0002,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Design and Implementation of a PHP-based Web Server for the Tele-Lab IT Security,03-06,2003,135|279|28705|28963|28840|28719|28726|28862|28746|204|81|28898|489|506,Michael Schmitt 0002,data storage|data querying,Barry Bozeman|Mónica Mendes|Petr Houdek|Jordan Gergov|Seth D. Baum,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-03-06
517,519,Lothar Breuer,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On the GI/G/k Queue with Lebesgue-Dominated Inter-Arrival Time Distribution,01-10,2001,29059|28804|29071|29074|28818|28820|28714|28846|28977|444|28732|28996|28878|28792|225|100|28906|29048|380,Lothar Breuer,natural language processing|neural networks|reinforcement learning|computer vision|neural networks|deep learning,María Luisa Martín Ruiz|Kenneth L. Deckert|Dale J. Benos|D. Kleis,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-01-10
518,520,Richard Rödler,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,A Phase Space Model for Spatial BMAPs,98-15,1998,29066|28913|538|28759,Richard Rödler,vulnerability|penetration testing|malware analysis|threat detection|cybercrime,Kasyap Natarajan|Udo Pletat|Ricardo Neisse|Shane Epting,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-98-15
519,521,Anna Slobodová|Christian Stangier|Christoph Meinel|Gianpiero Cabodi|Harald Sack|Stefano Quer,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Binary Decision Diagrams and the Multiple Variable Order Problem,98-22,1998,64|391|234|29049|29103|28692|28950|310|28694|28829,Harald Sack,threat detection|cybersecurity|cybersecurity|security policies|vulnerability,Thomas Pirlein|Lothar Breuer|Michael McNamee|Jason Borenstein|Kate Tairyan,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-98-22
520,522,Ditmar Erdmann,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,A New Proof of the Beckenbach Inequalities,03-02,2003,28864|28833|28996|28934|28936|428|29069|377|28827|28729,Ditmar Erdmann,deep learning|natural language processing,Michael Ley|Julie L. Swann|Anna Slobodová,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-03-02
521,523,Michael Ruvimovich Davidson,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Primal-Dual Contraint Aggregation Method in Multistage Stochastic Programming,97-26,1997,29065|28940|28812|277|28826|421|49|28985|28991|28735|28739|28741|329|28892|28769|28794|509,Michael Ruvimovich Davidson,security policies|network security|network security|penetration testing|risk management|threat detection,Jagadish Rao Padubidri|C. J. Date 0001|Jan Wilms|Christian Reuter 0001,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1997.0,NeurIPS,NeurIPS_29,29.0,Paris,19-12-1997,23-12-1997,94510548,94510548-97-26
522,524,Peter Dierolf|Volker Schmidt,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,A Pre-Dual for the Convolution Algebra D'(Gamma+),93-13,1993,515|391|13|29071|544|28964|28714|304|29006|29008|472|355|484|493|495|29041,Peter Dierolf,risk management|malware analysis,Aceil Al-Khatib|Yannick Morel|Klaus Lux|Christian Fecht|Christian Fecht,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-93-13
523,525,Dimitri Efrosinin|Lothar Breuer|Vladimir Rykov,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,An Optimization Algorithm for the MAP/PH/K Queue with Heterogeneous Servers,02-11,2002,28887,Vladimir Rykov,penetration testing|penetration testing|risk management|malware analysis|security policies,Andrew Sixsmith|Lisa M. Dolling|Krishna G. Kulkarni,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2002.0,ICML,ICML_34,34.0,Paris,02-03-2002,07-03-2002,94510548,94510548-02-11
524,526,Martin Mundhenk,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Propositional Proofs and Their Complexity,99-21,1999,,Martin Mundhenk,expert systems|reinforcement learning|genetic algorithms|natural language processing,Isabelle Wienand|Cathal D. O'Connell|Richard Rödler|El-Sayed M. E. Mostafa|Albert P. C. Chan,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-99-21
525,527,Christopher Lusena|Judy Goldsmith|Martin Mundhenk,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Nonapproximability Results for Partially Observable Markov Decision Processes,00-12,2000,229|28741|392|28905|302|276|345,Judy Goldsmith,information security|penetration testing|information security,Celia Fernández-Aller|Gudrun Klose|Matko Marusic|Klaus Jansen|Ditmar Erdmann,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2000.0,ACL,ACL_32,32.0,Tokyo,31-01-2000,01-02-2000,94510548,94510548-00-12
526,528,Lothar Breuer,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Spatial Queues with Infinitely Many Servers,99-04,1999,,Lothar Breuer,big data|data management|data querying|data storage|data modeling,Friedemann Leibfritz|Peter Gritzmann|Michael J. Selgelid|Bruce V. Lewenstein,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-99-04
527,529,Nguyen V. Thoai|Paul B. Hermanns,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Method for Global Optimization of Class of Nonlinear Bilevel Programming Problems,02-14,2002,29074|28950|28829|28703|425|53|185|210|28765|105|28907|29044|28670,Nguyen V. Thoai,neural networks|computer vision,Brigitte Bläser|Knut Jørgen Vie|Reiner Hähnle,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-02-14
528,530,Christoph Meinel|Thorsten Theobald,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Local Encoding Transformations for Optimizing OBDD-Representations of Finite State Machines,96-23,1996,29063|28682|29078|409|29093|293|422|29098|28722|28981|28726|28995|28996|346|28892|29031|29032|28795,Christoph Meinel,penetration testing|risk management|information security|threat detection|security policies|threat detection,Khaled Moustafa|Nick Roussopoulos|Nguyen V. Thoai|Bernice Simone Elger|Carsten Damm,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-96-23
529,531,Nguyen V. Thoai|Reiner Horst,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,A new Algorithm for Solving the General Quadratic Programming Problem,93-22,1993,353|28920|29025|483|492|29069|28720|310|376|28729|28958,Reiner Horst,deep learning|deep learning|computer vision|expert systems|knowledge representation|neural networks,Eran Klein|Jakob Passweg|Karsten Weber,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-93-22
530,532,Markus R. Schmidt,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Dual Characterization of Super-Hedging Prices in a Currency Market with Proportional Transaction Costs,99-24,1999,455|28788|22|123,Markus R. Schmidt,penetration testing|cybercrime,Erich Gehlen|Fumihiko Tochinai|Mera Ababneh|Christian Hervé|Qian Wang,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-99-24
531,533,Christoph Meinel,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Die Entwicklung der Informatik braucht Theorie und Praxis: Ein Fallbeispiel aus dem CAD-Schaltkreisentwurf,95-21,1995,29057|28686|529|403|29084|28956|288|28717|430|28719|28853|28984|440|28994|328|28754|29032|28790,Christoph Meinel,cybercrime|network security,Martin Mundhenk|Lambèr M. M. Royakkers|Volker Schulz 0001|Roland Seiffert|Stefan Böttcher,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1995.0,NeurIPS,NeurIPS_27,27.0,Tokyo,16-08-1995,18-08-1995,94510548,94510548-95-21
532,534,Subhendu Bikash Hazra|Volker Schulz 0001,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Simultaneous Pseudo-Timestepping for Aerodynamic Shape Optimization Problems with State Constraints,04-06,2004,29059|17|149|28700|28833|295|28979|58|28734|322|583|29038|28916|28796,Volker Schulz 0001,deep learning|reinforcement learning|neural networks|expert systems|machine learning,Juan C. Lucena|Paul Partlow|Siegfried Graf 0001,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2004.0,NeurIPS,NeurIPS_36,36.0,Tokyo,21-10-2004,24-10-2004,94510548,94510548-04-06
533,535,Christoph Meinel|Jordan Gergov,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Combinational Logic Verification with FBDDs,93-08,1993,29028|28710|29001|265|28938|28847|28881|537|28986|28862,Jordan Gergov,data modeling|data processing|indexing|data storage|indexing|data processing,Mirjam Dür|Helmut Seidl|Richard Rödler|Dieter Baum|Eduardo Mendieta,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-93-08
534,536,Christian Stangier|Christoph Meinel,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Speeding Up Symbolic Model Checking by Accelerating Dynamic Variable Reordering,99-28,1999,28676|548|28943|243|500|28950|28860|445,Christian Stangier,data processing|data modeling|big data|indexing|data querying|data management,Michael Stonebraker|Karl-Hans Bläsius|Kathryn J. Boor,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-99-28
535,537,Elena Dubrova|Harald Sack,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Probabilistic Verification of Multiple-Valued Functions,99-23,1999,29056|28806|28955|28705|40|173|28847|445|28733|28865|450|28996|28993|28750|345|28910|28920|508|28797,Elena Dubrova,vulnerability|vulnerability,Barry Bozeman|Christoph Meinel|Christian Rohrer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1999.0,ACL,ACL_31,31.0,London,16-01-1999,19-01-1999,94510548,94510548-99-23
536,538,Lothar Breuer,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,From Markov Jump Processes to Inhomogeneous BMAPs,02-01,2002,519|28822|28831|301|308|28987|28732|28990|321|28870|73|29012|474|90|226|489|29037|29046|29049|511,Lothar Breuer,data management|data modeling|data storage|data storage,Reiner Horst|Luciano Floridi|Rainer Tichatschke|Jonathan Genest,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2002.0,NeurIPS,NeurIPS_34,34.0,Tokyo,12-04-2002,15-04-2002,94510548,94510548-02-01
537,539,Peter Dierolf,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,The Structure Theorem for Linear Transfer Systems,92-02,1992,7|29065|394|267|28940|526|28693|281|28995|28999|28749|488|28780|28910|126,Peter Dierolf,machine learning|neural networks|neural networks|bayesian networks,Yoann Guntzburger|Jens Hofmann 0001|Bruce G. Lindsay 0001,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-92-02
538,540,Alexander Kaplan|Rainer Tichatschke,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Proximal Point Methods in Examples,96-20,1996,28800|29060|141|29072|287|172|28976|308|207|242|28926,Alexander Kaplan,data storage|data management|data querying|big data,Daniel O. David|Cesare A. Galtieri|Conrad Heilmann|Nguyen V. Thoai,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-96-20
539,541,Christoph W. Keßler|Helmut Seidl,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,ForkLight: A Control-Synchronous Parallel Programming Language,98-13,1998,28963|548|488|29002|28683|434|28981|183|28763|29021|29022,Helmut Seidl,expert systems|expert systems|natural language processing|knowledge representation|machine learning|reinforcement learning,Sheila Bonde|Ramón A. Feenstra|Klaus Rehkämper,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1998.0,AAAI,AAAI_30,30.0,London,09-12-1998,12-12-1998,94510548,94510548-98-13
540,542,Christoph Meinel|Harald Sack,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Improving XOR-Node Placement for (+)-OBDDs,01-07,2001,28806|28808|28682|537|28961|29092|28969|580|462|28885|28898|28902|28904|28906|28783,Christoph Meinel,cybersecurity|network security|cybercrime|vulnerability|vulnerability,Stephen A. Gallo|Armando Segura-Naya|Delia Murphy|Carsten Damm,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2001.0,AAAI,AAAI_33,33.0,Tokyo,25-10-2001,27-10-2001,94510548,94510548-01-07
541,543,Anna Slobodová|Christoph Meinel|Jochen Bern|Jordan Gergov,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Boolean Manipulation with Free BDD's - First Experimental Results,93-20,1993,29059|583|28778|331|28939|29070|28753|307|340|501|28981|28824|28764,Anna Slobodová,computer vision|reinforcement learning|computer vision|expert systems|expert systems,Ewald Lang|Oliver Gronz|Simone Pribbenow,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-93-20
542,544,Peter Gritzmann|Victor Klee,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Separation by Hyperplanes in Finite-Dimensional Vector Spaces Over Archimedean Ordered Fields,97-02,1997,422|391|28968|28714|28750|464|55|28954,Peter Gritzmann,data management|data processing|indexing,Priya Satalkar|Jonathan Bauer|Ulrich Raber|Daniel O. David|Siegfried Graf 0001,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1997.0,CVPR,CVPR_29,29.0,New York,21-12-1997,26-12-1997,94510548,94510548-97-02
543,545,Peter Gritzmann|R. J. Gardner,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Successive Determination and Verification of Polytopes by their X-Rays,92-03,1992,5|28935|29063|409|290|28967|28842|184|193|201|29004|333|466|361|363|28915,Peter Gritzmann,genetic algorithms|knowledge representation,Xiaofeng Tang|Ulrike Schwall|Martin Mundhenk,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-92-03
544,546,Clemens Lautemann|Heribert Vollmer|Klaus W. Wagner|Thomas Schwentick|Ulrich Hertrampf,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On the Power of Polynomial Bit-Reductions,92-28,1992,28940|400|29076|406|29094|28714|28858|28864|28995|28739|456|330|333|28750|28764|353|29031|360|28781|29038|28791|29054,Klaus W. Wagner,data storage|data modeling,Martin Gugat|Lothar Breuer|El-Sayed M. E. Mostafa|Priya Satalkar,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1992.0,AAAI,AAAI_24,24.0,Paris,08-09-1992,13-09-1992,94510548,94510548-92-28
545,547,B. S. Tam|Peter Gritzmann|Victor Klee,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Cross-Positive Matrices Revisited,93-17,1993,291|492|526|28946|344,Peter Gritzmann,threat detection|malware analysis|cybersecurity|cybersecurity|network security|penetration testing,Simone Pribbenow|Qin Zhu|Kewal Krishan|Hans Peter Graf|Klaus Rehkämper,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-93-17
546,548,Dieter Baum,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Vom M/G/1- zum BMAP/G/1-Modell,02-18,2002,296|28969|176|28883|505|28765|28958,Dieter Baum,knowledge representation|bayesian networks,Birgit Wesche|Roland Seiffert|Daniel O. David,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-02-18
547,549,Markus Müller-Olm,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Precise Interprocedural Dependence Analysis of Parallel Programs,02-08,2002,28928|513|269|28695|29087|290|428|28718|28974|443|462|486|29037,Markus Müller-Olm,network security|security policies|cybercrime|cybersecurity|information security|malware analysis,Steven Puylaert|Maria Bårdsen Hesjedal|Indira Nair|Christoph Beierle|Maria Paola Ferretti,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",2002.0,AAAI,AAAI_34,34.0,San Francisco,05-08-2002,06-08-2002,94510548,94510548-02-08
548,550,Gerhard J. Woeginger|Klaus Jansen|Petra Scheffler,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,The Disjoint Cliques Problem,92-23,1992,,Petra Scheffler,data processing|indexing|data management|data storage|data querying|data processing,Ulrich Raber|Catherine Woteki|Hanne Marie Nielsen|Rudi Studer,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1992.0,CVPR,CVPR_24,24.0,New York,10-07-1992,13-07-1992,94510548,94510548-92-23
549,551,Jens Hofmann 0001,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,Stability Conditions for the BMAP/G/1 Queue with Level Dependent Arrivals,98-18,1998,28968|28776|29035|28718|28817|500|28698|29|415,Jens Hofmann 0001,data storage|big data,Viroj Wiwanitkit|Dieter Baum|Sean Valles,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-98-18
550,552,Klaus Jansen,"Universität Trier, Mathematik/Informatik, Forschungsbericht",,,On the Complexity of a Licence Constrained Job Assignment Problem,92-15,1992,28770|28709|28838|28678|28808|28715|430|501|181|28703|28927,Klaus Jansen,expert systems|deep learning|bayesian networks|bayesian networks|natural language processing|genetic algorithms,María Luisa Martín Ruiz|E. F. Codd|Maria Misankova|Rainer Tichatschke|Sven Ove Hansson,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,94510548,94510548-92-15
551,553,Anderson Rocha 0001|Jacques Wainer|Michael Eckmann|Siome Goldenstein,Technical Report,,,Differences in productivity and impact across the different computer science subareas.,IC-12-08,2012,28897|549|28780|28685|212,Anderson Rocha 0001,data querying|data processing,Ingrid Renz|Le Dung Muu|Claus-Rainer Rollinger|Carole Federico,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,32986085,32986085-IC-12-08
553,570,E. F. Codd,"Research Report / RJ / IBM / San Jose, California",,,Normalized Data Base Structure: A Brief Tutorial.,RJ935,1971,514|3|28933|527|23|28696|28954|159|28703|161|50|180|28869|462|468|28757|219|28783|28786|29045,E. F. Codd,deep learning|deep learning|machine learning|computer vision,Paolo Gardoni|Roland Tormey|Christoph Meinel|Beuy Joob,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1971.0,NeurIPS,NeurIPS_3,3.0,New York,27-03-1971,30-03-1971,55745126,55745126-RJ935
554,573,E. F. Codd,"Research Report / RJ / IBM / San Jose, California",,,Relational Completeness of Data Base Sublanguages.,RJ987,1972,390|136|150|543|28970|29104|28983|314|28732|322|195|329|28890|90|28768|28899|28788|28794|28923,E. F. Codd,indexing|indexing|data processing|indexing|indexing,Alejandro P. Buchmann|Freida Ozavize Ayodele|Michael D. Mumford|Birgit Wesche,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,55745126,55745126-RJ987
556,575,C. J. Date 0001|E. F. Codd,"Research Report / RJ / IBM / San Jose, California",,,Interactive Support for Non-Programmers: The Relational and Network Approaches.,RJ1400,1974,417|386|28895|387|28780|28943|315|18|531|28727|29079|29048|121|347|188|222|28862|28959,C. J. Date 0001,machine learning|reinforcement learning,Christoph Meinel|Harald Luschgy|Sandra Heiler|Cathal D. O'Connell,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,55745126,55745126-RJ1400
557,576,E. F. Codd,"Research Report / RJ / IBM / San Jose, California",,,Data Base Sublanguage Founded on the Relational Calculus.,RJ893,1971,449|28706|285|163|29090|28967|41|522|28922|28829|29022,E. F. Codd,bayesian networks|genetic algorithms|deep learning,Kyle Ferguson|Udo Pesch|William D. Lawson,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,55745126,55745126-RJ893
558,577,Hugo Hellebrand|Markus Casper|Ralf Merz|Rita Ley,Hydrology and Earth System Sciences,,2947-2962,Catchment classification by runoff behaviour with self-organizing maps (SOM),15,2011,194|29032|511|28846|28847|343|28698|93,Ralf Merz,risk management|information security|penetration testing|threat detection|penetration testing|threat detection,Phil Shaw|Louise Bernier|E. F. Codd,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",,,,,,,,18530034,18530034-15
560,580,E. F. Codd,"Research Report / RJ / IBM / San Jose, California",,,Further Normalization of the Data Base Relational Model.,RJ909,1971,28809|28810|28937|395|29069|28941|529|530|148|29076|151|282|28700|544|28712|40|431|28976|28981|28731|28734|28870|330|332|28766|29025|250,E. F. Codd,data modeling|data storage|data processing,Rudi Studer|Koos van der Bruggen|Marek Vochozka|E. Levitin|Eduard Fosch-Villaronga,"Lorem ipsum dolor sit amet, consectetur adipiscing elit. Nulla semper lacus sit amet nisl rhoncus tristique ac vel felis.",1971.0,ACL,ACL_3,3.0,Paris,01-03-1971,05-03-1971,55745126,55745126-RJ909
