,ID,Title,Author,AuthorID,Venue,VenueID,VenueType,ConferenceType,Area,Published,PublishedIn,PaperType
491,940ab740cd224c93bd6944eda2183476,Living-Donor Kidney Transplantation in Developing Countries: Walking Sometimes the Tightrope Without a Net...,Erich Gehlen,0f16e385654a4409b6ba27fc53c7204c,Special Interest Group on Computer Graphics and Interactive Techniques Conference,SIGGRAPH,Conference,RegularConference,Databases,True,SIGGRAPH-Proceeding-6,FullPaper
492,178117f9e1484b68b939e70a83099191,Local Convergence of the Symmetric Rank-One Iteration,Nguyen V. Thoai,b3352478826345d7aec6f42aeefbc0e6,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,False,,ShortPaper
493,9959948409184c4da8f7b80fe1c22a00,Local Encoding Transformations for Optimizing OBDD-Representations of Finite State Machines,Hui Lu,be4781b8bc35454e912618991de7552e,Machine Learning Journal,MLJ,Journal,,Databases,True,MLJ-Volume-7,FullPaper
494,f96abfc68c3a459fa8475f2115085dd7,Locating Matches of Tree Patterns in Forests,Mohammed Madadin,9d262fa1a24545f291e141db2b8fad7c,Special Interest Group on Data Communications Conference,SIGCOMM,Conference,RegularConference,Databases,True,SIGCOMM-Proceeding-4,ShortPaper
495,73c93b5335a6463ab46a43ec0ac32d04,Lock-Keeper Technology - A New Network Security Solution,Manjur S. Kolhar,be6165ef51ff4b48a7cc2ef21ae69ff6,Empirical Methods in Natural Language Processing,EMNLP,Conference,RegularConference,Databases,True,EMNLP-Proceeding-6,ShortPaper
496,0df50202d8cc4fa8b1dbdcdb48d71430,"Log-concavity and Inequalities for Chi-square, F and Beta Distributions with Applications in Multiple Comparisons",Christoph Beierle,cd658861145d45ec8a9b5c65313d8878,Association for Computational Linguistics,ACL,Conference,Workshop,NaturalLanguageProcessing,True,ACL-Proceeding-3,FullPaper
497,c6f3a843f29d420182434bef5d5cedfd,Logarithmic Barrier Methods for Solving the Optimal Output Feedback Problem,Kai Lebeth,22e26fd2ae6c498ba7dcd24e98974411,Journal of Machine Learning Research,JMLR,Journal,,ArtificialIntelligence,False,,DemoPaper
498,fe878e9b728b4e79951a0ee72a59596a,Logisches Clustering von PROTOS-L Prozeduren,Raymond E. Spier,9fb0d120e6fe41fd816e11a6d68c2a34,ACM Transactions on Information Systems,TOIS,Journal,,ArtificialIntelligence,True,TOIS-Volume-4,DemoPaper
499,0022f58487cd4d048a60e3f0835c4b37,Lokale Verben und Präpositionen: Semantische und konzeptuelle Verarbeitung in LEU II,Cetin Ozbutun,593d8a01ede941ebad8426298b822b99,Conference on Neural Information Processing Systems,NeurIPS,Conference,ExpertGroups,NaturalLanguageProcessing,True,NeurIPS-Proceeding-6,ShortPaper
500,3f98f02c0e5e4cc0987246c5b9f51f7b,"Looking Back, Looking Forward: Review of A. Briggle, P. Brey and E. Spence (eds.): The Good Life in a Technological Age - Routledge, New York, 2012, 358 pp, ISBN: 978-0-415-89126-4.",Kewal Krishan,0cdf3be4668149f8b4bd15a63338b6f5,ACM International Conference on Mobile Computing and Networking,MobiCom,Conference,RegularConference,NaturalLanguageProcessing,True,MobiCom-Proceeding-7,FullPaper
501,60aeb93300a6497abeafa5a360cdda68,"Lotte Asveld and Sabine Roeser (eds), The Ethics of Technological Risk.",Robert Dionne,c08b6619330d44ffb0bf1a8eb1de7c0a,ACM Computing Surveys,ACM-CSUR,Journal,,ArtificialIntelligence,True,ACM-CSUR-Volume-6,ShortPaper
502,4201f018c3324fd386c18d2690ec3225,Lower Bounds for Randomized Branching Programs with a Big OBDD Part,Karl Schlechta,ccd249f3112c49fd87a0222f03cc3428,ACM International Conference on Mobile Computing and Networking,MobiCom,Conference,RegularConference,NaturalLanguageProcessing,True,MobiCom-Proceeding-4,ShortPaper
503,81c455f64cc242ff8f3b4e30f6b163bd,Making Choices: Ethical Decisions in a Global Context.,Colleen Murphy,1cec78248ca044969c8e7b27d23974bf,Empirical Methods in Natural Language Processing,EMNLP,Conference,RegularConference,Databases,False,,ShortPaper
504,dadbd1aa0d4c4c118446fc41bfbe7736,Mandatory Publications: An Approach to Kill 'Lack of Will' or 'Lack of Skill'?,Mei Lang Fang,ab91295835144d16b4a7b92e9beda1c5,Journal of the American Statistical Association,JASA,Journal,,ArtificialIntelligence,True,JASA-Volume-8,ShortPaper
505,8f923224ab424bc0a4ae6b458b8b2448,"Martin Peterson: The Ethics of Technology: A Geometric Analysis of Five Moral Principles - Oxford University Press, 2017, 252 pp, USD 74.00 (hbk), ISBN: 9780190652265.",William T. Lynch,d158a297114342beaec7a3c1e6de2f95,Conference on Learning Theory,COLT,Conference,Workshop,ArtificialIntelligence,True,COLT-Proceeding-4,ShortPaper
506,6445bed9fcd14be692bf5c773e6a64fe,Mathematical Logic and Artificial Intelligence,Meisam Asadi,7e6ed1aa7030439f89c5017281c1e0a0,Journal of the American Statistical Association,JASA,Journal,,ArtificialIntelligence,False,,FullPaper
507,86601b2eee654243bbcda33fab8fe94e,Mathematische Grundlagen der formalen Linguistik - Ein Kompendium,C. Ould Ahmed Salem,0d9290738d364ed9a02e153c41d8df9a,ACM Transactions on Intelligent Systems and Technology,ACM-TIST,Journal,,ArtificialIntelligence,False,,FullPaper
508,d692155b47994003ab00c466545e2522,May Stakeholders be Involved in Design Without Informed Consent? The Case of Hidden Design.,Ksenia Gerasimova,940e3fb9a81e4e86af551abb0098071f,Journal of the Association for Information Science and Technology,JASIST,Journal,,MachineLearning,False,,FullPaper
509,3e9cd4594bb542a3a1a2b9927d7b6df9,Medizinische Bildverarbeitung - eine Übersicht,William E. Kastenberg,af7cca4eb83549b89a810e6d0faab863,ACM International Conference on Mobile Computing and Networking,MobiCom,Conference,RegularConference,NaturalLanguageProcessing,False,,FullPaper
510,e87fd382672c4b2f8b7f11b7856d85fc,Mega-Sized Concerns from the Nano-Sized World: The Intersection of Nano- and Environmental Ethics.,Matthew J. Brown,e7e9f8a37d744600b94c7ccd307a7c59,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,False,,DemoPaper
511,ec57de4c9b8b44a8a5cfa5ac2bc68cb5,Mengenkonzepte in Unifikationsgrammatiken,Karma Lekshe Tsomo,89698071272a4718a47f5b94cbdab0b8,IEEE Transactions on Pattern Analysis and Machine Intelligence,IEEE-TPAMI,Journal,,NaturalLanguageProcessing,False,,DemoPaper
512,d0dd7264f6124e35a9204ef0b92800c8,Mengenorientierte Auswertung von Anfragen in der Logikprogrammiersprache PROLOG,Stefan Böttcher,01a5934c3c5f4173835f63b0c52675ba,Journal of Machine Learning,JML,Journal,,MachineLearning,True,JML-Volume-10,FullPaper
513,b2d0643f01e0470ba01e195f86e25fd5,Mentale Bilder und Wegbedeutungen,Louise A. Dennis,0a752b70e4b146d8af8d691f180f3faf,Conference on Human Factors in Computing Systems,CHI,Conference,RegularConference,Databases,False,,ShortPaper
514,3fe749b31f214587bdcf1b0d2577d6c9,MetaObject Protocol Concepts for a RISC Object Model.,Gina M. Eosco,3b159057476a444fb7de158918d0e55c,ACM Transactions on Information Systems,TOIS,Journal,,ArtificialIntelligence,False,,FullPaper
515,6e1e0baac04c48eca5b0275cf9133528,Method for Global Optimization of Class of Nonlinear Bilevel Programming Problems,Khaled Moustafa,6f92054b6e4046a092039ea0bad7baed,Special Interest Group on Computer Graphics and Interactive Techniques Conference,SIGGRAPH,Conference,RegularConference,Databases,True,SIGGRAPH-Proceeding-6,ShortPaper
516,06f8a032677443d29f7a90ba6c411e80,"Methods for Practising Ethics in Research and Innovation: A Literature Review, Critical Analysis and Recommendations.",Hinrich Schütze,43e7e3bd207e47aab9989820b633e25c,Journal of the Association for Information Science and Technology,JASIST,Journal,,MachineLearning,True,JASIST-Volume-5,FullPaper
517,416d85068d7a486299b951d00f005892,Metrics-Based Assessments of Research: Incentives for 'Institutional Plagiarism'?,Robert Dionne,c08b6619330d44ffb0bf1a8eb1de7c0a,Special Interest Group on Computer Graphics and Interactive Techniques Conference,SIGGRAPH,Conference,RegularConference,Databases,True,SIGGRAPH-Proceeding-3,DemoPaper
518,cb8432ff95ef46209b25c093c8374ab3,Minkowski Addition of Polytopes: Computational Complexity and Applications to Gröbner Bases,Céline Kermisch,4095dc810946498b84374ba37dc2a608,Special Interest Group on Data Communications Conference,SIGCOMM,Conference,RegularConference,Databases,False,,ShortPaper
519,614b8f42882a4bd3b038ab6fccaebf28,Misconduct and Misbehavior Related to Authorship Disagreements in Collaborative Science.,Jürgen Manowsky,7a19b9c25a8444658d49af79aba1b9fd,ACM Transactions on Information Systems,TOIS,Journal,,ArtificialIntelligence,False,,FullPaper
520,55c7c360a5164c59b8f5368b96431b53,Mod-2-OBDD's: A Generalization of OBDD's and EXOR-Sum-of-Products,Rustam Mubarakzjanov,e6f8c685e9d743faacd3afc5e9428dc1,ACM Symposium on User Interface Software and Technology,UIST,Conference,RegularConference,ArtificialIntelligence,True,UIST-Proceeding-6,ShortPaper
521,734ff243d5d5452c81e1bd6098c8b238,Mod-p Decision Diagrams: A Data Structure for Multiple-Valued Functions.,Maryam Alsadat Hashemipour,04489995932f4758be21c4c013d89863,IEEE Transactions on Knowledge and Data Engineering,IEEE-TKDE,Journal,,NaturalLanguageProcessing,False,,FullPaper
522,bd2a309fa70242a0a291eef854183923,"Modals and the Scope of Negation, On the Treatment of Optionality in HPSG, Some Properties of Negation in German.",Birgit Wesche,c6261094689c4ac89db31c72fa2e79d9,ACM Transactions on Intelligent Systems and Technology,ACM-TIST,Journal,,ArtificialIntelligence,False,,FullPaper
523,d583fce6897046a6918036ee2342e81f,Model-Checking for L,Nguyen V. Thoai,b3352478826345d7aec6f42aeefbc0e6,Conference on Learning Theory,COLT,Conference,Workshop,ArtificialIntelligence,False,,FullPaper
524,7dc4ef75c7354e56a0540385b782b102,Modeling Structured Open Worlds in a Database System: The FLL-Approach,Steven R. Kraaijeveld,7fdd33ba65ee4376b7433059d168f046,ACM Symposium on User Interface Software and Technology,UIST,Conference,RegularConference,ArtificialIntelligence,True,UIST-Proceeding-4,DemoPaper
525,bab6f4fcb6d84957b9a36f3a9d5a9874,Modelling Spatial Knowledge on a Linguistic Basis,Thomas A. Litzinger,6dec3db8714748deafefa05b0837c224,International Conference on Machine Learning,ICML,Conference,Workshop,Databases,False,,DemoPaper
526,f329b422437448739d6ea9820a3b7464,Models with Men and Women: Representing Gender in Dynamic Modeling of Social Systems.,Delia Murphy,558ad2d327cc47aca32dc5290b934a4b,Association for Computational Linguistics,ACL,Conference,Workshop,NaturalLanguageProcessing,False,,DemoPaper
527,fa718ee1269e4bedb2843ab1082003e8,Modification of User Defined Types,Huai Sun,59231579e0834c93b8c0a7c2e9a1490f,ACM Symposium on User Interface Software and Technology,UIST,Conference,RegularConference,ArtificialIntelligence,True,UIST-Proceeding-10,FullPaper
528,1ca1beb2e82146a59fe5abc08e16c004,Modular Partitioning for Improvement of Image Computation,Maja Horst,c205a99883d6412ebd876812c1b90eaf,Journal of the American Statistical Association,JASA,Journal,,ArtificialIntelligence,True,JASA-Volume-3,ShortPaper
529,05e76317302349059fa20a4c9f2c45cb,Modularizing Knowledge in LILOG,Patricia H. Werhane,2e06b4ad1b7544c38cf391ee6dc71002,Artificial Intelligence Journal,AI,Journal,,ArtificialIntelligence,True,AI-Volume-3,FullPaper
530,f907698793714e02a4bb27e0f2c47257,Molecular Tumor Boards: Ethical Issues in the New Era of Data Medicine.,Klaus Lux,1e9439ef6df9446c969098b83535ebe5,International Conference on Machine Learning,ICML,Conference,Workshop,Databases,False,,ShortPaper
531,14167068c0f94409b55b719acb3c8c4e,Monotonous Oracle Machines,Steven M. Flipse,61f3fad901564a0eb7383322917867f2,Machine Learning Journal,MLJ,Journal,,Databases,False,,FullPaper
532,c364b813ad8444ce8a9d249f09cd275b,Moral Polemics of Far-Reaching Economic Consequences of Antibiotics Overuse.,Jovan Shopovski,e588ed90cb264ddda2cac91b778d9a36,Empirical Methods in Natural Language Processing,EMNLP,Conference,RegularConference,Databases,False,,DemoPaper
533,4f7990d7122b45ed92759faa0357781f,Moral Values Congruence and Miners' Policy Following Behavior: The Role of Supervisor Morality.,Raphael Cohen-Almagor,db85eb24210548ab891d7107a43f5e5b,Journal of Machine Learning Research,JMLR,Journal,,ArtificialIntelligence,True,JMLR-Volume-1,DemoPaper
534,8d8dee99c9444033b28007a88936d374,"More Education, Less Administration: Reflections of Neuroimagers' Attitudes to Ethics Through the Qualitative Looking Glass.",Ivo Maathuis,a3aad5a94f574a36a28bdb89c0abc06c,IEEE Transactions on Pattern Analysis and Machine Intelligence,TPAMI,Journal,,MachineLearning,True,TPAMI-Volume-3,ShortPaper
535,d966abc944264ce29a5c9f7f5c589873,Muffin: A Distributed Database Machine,Claire Gloeckner,0999cb646bc34a0081166de4a4239c27,Journal of Machine Learning,JML,Journal,,MachineLearning,False,,DemoPaper
536,68341af920774ee69230c51d4410a780,Multiword Lexemes: A Monolingual and Contrastive Typology for NLP and MT,Shane Epting,cf41a8fc582d465d82cdf920d317a29c,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,True,TNNLS-Volume-8,DemoPaper
537,c3d34ae6bed7429cbe97fb24b6ec735b,Möglichkeiten des Einsatzes eines dreiwertigen Theorembeweisers,Ulrike Rackow,81d15b93098940d1b4fc62b4203e6575,ACM International Conference on Mobile Computing and Networking,MobiCom,Conference,RegularConference,NaturalLanguageProcessing,True,MobiCom-Proceeding-5,DemoPaper
538,4d24b8e317054ff1a50e3dec2fd620fb,"Nanoethics and the Breaching of Boundaries: A Heuristic for Going from Encouragement to a Fuller Integration of Ethical, Legal and Social Issues and Science - Commentary on: ""Adding to the Mix: Integrating ELSI into a National Nanoscale Science and Technology Center"".",Dennis M. Gorman,8f107422e2d94f72b086a38211ee291a,ACM Computing Surveys,ACM-CSUR,Journal,,ArtificialIntelligence,True,ACM-CSUR-Volume-2,DemoPaper
539,42f703ae78a14e288993a39bb1f34e49,Natural Language Understanding in LILOG: An Intermediate Overview,Gregor Erbach,cbf3ee51b6e14e3b8b56a2e63c3f2e3f,Empirical Methods in Natural Language Processing,EMNLP,Conference,RegularConference,Databases,True,EMNLP-Proceeding-7,ShortPaper
540,2d24050d72c64f6590c0e2252b036111,Navigating Bioethical Waters: Two Pilot Projects in Problem-Based Learning for Future Bioscience and Biotechnology Professionals.,Thomas A. Litzinger,6dec3db8714748deafefa05b0837c224,IEEE Transactions on Pattern Analysis and Machine Intelligence,TPAMI,Journal,,MachineLearning,True,TPAMI-Volume-7,FullPaper
541,78d4d171f59d4647bfac008f97d7a374,Negotiating Plausibility: Intervening in the Future of Nanotechnology.,Peter Rossmanith,d9453d8e60e34a9a914b56cfcd426369,Machine Learning Journal,MLJ,Journal,,Databases,True,MLJ-Volume-2,DemoPaper
542,359e2f16f44d401b9de7457dd6fe9dbf,Neue Ergebnisse für BMAPs und räumliche Warteschlangen,Mechthild Rickheit,ed812126321a488180125699c9b46e4f,IEEE International Conference on Computer Communications,INFOCOM,Conference,ExpertGroups,Databases,True,INFOCOM-Proceeding-1,FullPaper
543,2ffef85f4b784d72bf7062f13e4a9b71,Neuroscience May Supersede Ethics and Law.,Hinrich Schütze,43e7e3bd207e47aab9989820b633e25c,International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp,Conference,ExpertGroups,Databases,False,,ShortPaper
544,7fba8a62c5b5456f954d05705df15c12,"Neuroscience, Ethics and Legal Responsibility: The Problem of the Insanity Defense - Commentary on ""The Ethics of Neuroscience and the Neuroscience of Ethics: A Phenomenological-Existential Approach"".",Robert E. McGinn,98db75b413964039b7dc55758224a726,IEEE/CVF Conference on Computer Vision and Pattern Recognition,CVPR,Conference,RegularConference,MachineLearning,True,CVPR-Proceeding-6,FullPaper
545,d5402744b0714a9ebfde036d8df29d4d,Newton's Method for a Class of Optimal Shape Design Problems,Maria Misankova,583b73f9894b4879986a3e58d5100269,Special Interest Group on Computer Graphics and Interactive Techniques Conference,SIGGRAPH,Conference,RegularConference,Databases,True,SIGGRAPH-Proceeding-10,DemoPaper
546,c721a2a34b3042b184e118dbbe531ce2,No-Waiting Stations with Special Arrival Processes and Customer Motion,Colleen Murphy,1cec78248ca044969c8e7b27d23974bf,ACM Symposium on User Interface Software and Technology,UIST,Conference,RegularConference,ArtificialIntelligence,True,UIST-Proceeding-9,FullPaper
547,80f24505e5e544a8b5ca5476b0ddbe5b,Non-quadratic Proximal Regularization with Application to Variational Inequalities in Hilbert Spaces,Dennis M. Gorman,8f107422e2d94f72b086a38211ee291a,IEEE International Conference on Computer Communications,INFOCOM,Conference,ExpertGroups,Databases,True,INFOCOM-Proceeding-3,FullPaper
548,51c8f1c9f389487287a63ffd97741882,Nonapproximability Results for Partially Observable Markov Decision Processes,Anna Marousková,996bdabad02348cebac4942a727a9258,Empirical Methods in Natural Language Processing,EMNLP,Conference,RegularConference,Databases,True,EMNLP-Proceeding-4,ShortPaper
549,42588b43cabd4abdb36ecd0e2d0194bd,Nonhuman Value: A Survey of the Intrinsic Valuation of Natural and Artificial Nonhuman Entities.,Shahryar Sorooshian,7122ad412c7943c680c0cbcae7e33285,ACM Symposium on User Interface Software and Technology,UIST,Conference,RegularConference,ArtificialIntelligence,False,,FullPaper
550,2fe77c31083a4272bd37c78c05e853d4,Nonuniform Grids for Reduced Basis Design of Low Order Feedback Controllers for Nonlinear Continuous Systems,Jessica Smith Rolston,d1c418ee963f43bc86d8c50a6176bbb8,Journal of the Association for Information Science and Technology,JASIST,Journal,,MachineLearning,True,JASIST-Volume-9,DemoPaper
551,3d15467707fb476d97248b3b65b74e67,Normalized Data Base Structure: A Brief Tutorial.,Lothar Breuer,8d3758f8613c47b6911c755601c10ca0,Journal of the Association for Information Science and Technology,JASIST,Journal,,MachineLearning,False,,FullPaper
552,863fcbaee86047608fdc13cce2169e17,Normalized Paper Credit Assignment: A Solution for the Ethical Dilemma Induced by Multiple Important Authors.,Steven M. Flipse,61f3fad901564a0eb7383322917867f2,ACM International Conference on Mobile Computing and Networking,MobiCom,Conference,RegularConference,NaturalLanguageProcessing,False,,DemoPaper
553,d01d0216164b4f7498870e8988b6b92c,Novice Researchers' Views About Online Ethics Education and the Instructional Design Components that May Foster Ethical Practice.,Milenko Rakic,66552d874973460eb9a438be91519473,International Journal of Computer Vision,IJCV,Journal,,NaturalLanguageProcessing,False,,ShortPaper
554,48c19183fd3b46118c0fa7d5d5fe8e2a,Numerical Parameter Identification in Non-isothermal Multiphase Multicomponent Flow through Porous Media,Christopher Habel,a723c67b10e34382b7a1b3d7271820ce,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,True,TNNLS-Volume-6,ShortPaper
555,4b9488d0e58e41ba84db72233e948f3e,Numerical Solution of Control Problems under Uncertainty and Perturbation of Input Data with Applications in Finance,Annibale Biggeri,9352b80e9a854b3083777a16ddff9256,IEEE International Conference on Computer Communications,INFOCOM,Conference,ExpertGroups,Databases,False,,DemoPaper
556,2adab7b3bc5a4a45985238bfdd19f60e,Numerical Solution of a Semilinear Parabolic Control Problem,Birgit Wendholt,873436cb76b748429e6fc6210d4d33fc,Special Interest Group on Data Communications Conference,SIGCOMM,Conference,RegularConference,Databases,True,SIGCOMM-Proceeding-9,FullPaper
557,f2e5268153b64b04b9e9c443ce690cbe,OBDD-based Verification of Communication Protocols - Methods for the Verification of Data Link Protocols,Joseph Lee,d562b280bc9c49d7abcab6ccc8afd3fb,Special Interest Group on Data Communications Conference,SIGCOMM,Conference,RegularConference,Databases,True,SIGCOMM-Proceeding-8,DemoPaper
558,08afb38170c2484fbd779ff05e3826ba,OSKAR - A PROLOG Programm for Modelling Dimensional Designation and Positional Variation of Objects in Space,Thomas Darwin,a1ca79387a8d4a88bc7b42b6262ea109,IEEE Transactions on Knowledge and Data Engineering,IEEE-TKDE,Journal,,NaturalLanguageProcessing,True,IEEE-TKDE-Volume-9,DemoPaper
559,59ecd0c5ece742bd972bb71532b082ac,Object ADTs (with improvements for Value ADTs),Christos Garidis,e1c03b86d11f450897e5855a121526fd,International Conference on Learning Representations,ICLR,Conference,Symposium,NaturalLanguageProcessing,True,ICLR-Proceeding-1,FullPaper
560,8a646ff405e74ca583b3b08dc8f80cfc,Object Data Language Facilities for Multimedia Data Types.,Ulrike Schwall,0e51196e906943f195c08465abf1d606,Artificial Intelligence Journal,AI,Journal,,ArtificialIntelligence,False,,DemoPaper
561,63f2cc43551b48b1baba0f5b1756cbb0,Object Data Model Facilities for Multimedia Data Types.,Werner Emde,80d3eed43f7240c0a0baf937eff8cb2b,Association for Computational Linguistics,ACL,Conference,Workshop,NaturalLanguageProcessing,False,,ShortPaper
562,d52fa92fae7f4752a991e2335531cdbc,Object Model Capabilities For Distributed Object Management.,Kewal Krishan,0cdf3be4668149f8b4bd15a63338b6f5,Conference on Learning Theory,COLT,Conference,Workshop,ArtificialIntelligence,False,,ShortPaper
563,652aafd4399041fc8f30c0d0f959eee8,Object Oriented DBMS as a Generalization of Relational DBMS,Gudrun Klose,1af55137ce9b4d6ab21b7fe1299899a3,Empirical Methods in Natural Language Processing,EMNLP,Conference,RegularConference,Databases,True,EMNLP-Proceeding-8,ShortPaper
564,66fd17e1fbc94fee9a56994d20606378,Observations on the Responsible Development and Use of Computational Models and Simulations.,Qian Wang,5b4e1e73c449455d9f470849231e5fc2,International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp,Conference,ExpertGroups,Databases,True,UbiComp-Proceeding-3,ShortPaper
565,18b03ebdbfa546578b848daada2a2292,Obstacles to Widening Biosample Research.,Kyle Powys Whyte,e0c986364f704562b191d3e1c66b844e,Empirical Methods in Natural Language Processing,EMNLP,Conference,RegularConference,Databases,False,,Poster
566,b63bc7198fb543e9aa3c42faef3c6930,On Alternating vs. Parity Communication Complexity,Shannon L. Spruit,4e0154ec812448edb703747b63059263,IEEE Data Science and Engineering,IEEE-DS,Journal,,ArtificialIntelligence,True,IEEE-DS-Volume-1,FullPaper
567,462bd03f14a741e98fad5652c68e6365,On Approximate Solution Methods for Multi-Queue Systems with 1-Limited Deterministic Service,Dusanka Krajnovic,b23e6645a7844e63a6b93e019e009a44,IEEE Data Science and Engineering,IEEE-DS,Journal,,ArtificialIntelligence,False,,DemoPaper
568,b6dcc4b09f0e423e8fd6bc8b72c1319d,On Boolean vs. Modular Arithmetic for Circuits and Communication Protocols,Raymond E. Spier,9fb0d120e6fe41fd816e11a6d68c2a34,ACM Symposium on User Interface Software and Technology,UIST,Conference,RegularConference,ArtificialIntelligence,False,,FullPaper
569,4a79e4bd0a2f4302a2529445b0a9cdbf,On Cheating.,Yotam Lurie,5845c49a143c49fe9edb529479d09058,Conference on Learning Theory,COLT,Conference,Workshop,ArtificialIntelligence,False,,FullPaper
570,997ef6497ad54bd494ac4aa57a95256a,On Communication Games with More than Two Players,Dorthie Cross,89725ca6d2234ef2a5c28566a3c031dc,IEEE Transactions on Pattern Analysis and Machine Intelligence,TPAMI,Journal,,MachineLearning,True,TPAMI-Volume-5,DemoPaper
571,65c92c10d0d84858b0dcf4f0c7a3fb28,On Continuous Deformations of Semi-Infinite Optimization Problems,Roland Seiffert,6adb55f0d51d4432930285d7a456d9cf,Special Interest Group on Computer Graphics and Interactive Techniques Conference,SIGGRAPH,Conference,RegularConference,Databases,True,SIGGRAPH-Proceeding-2,Poster
572,5fcad5cbfc994141bb57c6917bb7803d,On Generalized Bisection of N-Simplices,A. Battermann,84840ca3f95546298476ddf23fb840e7,ACM Transactions on Information Systems,TOIS,Journal,,ArtificialIntelligence,False,,ShortPaper
573,96aecfac31bf46798816382072db8b75,On Generic One-Parametric Semi-Infinite Optimization,Rustam Mubarakzjanov,e6f8c685e9d743faacd3afc5e9428dc1,International Journal of Computer Vision,IJCV,Journal,,NaturalLanguageProcessing,True,IJCV-Volume-5,FullPaper
574,70d4cfb383ce4097b0b834a71f3fdb6e,On Genies and Bottles: Scientists' Moral Responsibility and Dangerous Technology R&D.,Mirjam Sophia Glessmer,b3885c6e5c0b45bc90be626c558107f9,Conference on Learning Theory,COLT,Conference,Workshop,ArtificialIntelligence,False,,ShortPaper
575,4c5b70436c15494cb99d06947942f947,On Graph Models for Communicating Mobiles in Access Areas,Nora Freya Lindemann,2831ad144c1d40f4b319ff05dee37a1f,IEEE Data Science and Engineering,IEEE-DS,Journal,,ArtificialIntelligence,True,IEEE-DS-Volume-4,ShortPaper
576,44315fbb20b54649aa36c8721040aecd,On Helly's Theorem: Algorithms and Extensions,Michael Ruvimovich Davidson,ad370846e2974d8cb333847f18c5dcdb,IEEE International Conference on Computer Communications,INFOCOM,Conference,ExpertGroups,Databases,True,INFOCOM-Proceeding-6,ShortPaper
577,9ba825ed90044c1093f41569dc7a33b8,"On Identifying Plausibility and Deliberative Public Policy - Commentary on: ""Negotiating Plausibility: Intervening in the Future of Nanotechnology"".",Jeroen van den Hoven,9cc3b1ca9c5e4d418bb8b79bdb2eeb43,International Joint Conference on Pervasive and Ubiquitous Computing,UbiComp,Conference,ExpertGroups,Databases,True,UbiComp-Proceeding-1,ShortPaper
578,9aa95558c7d540dc818d22d7764f918d,On Local Convex Majorizing Approximations of Generalized Semi-Infinite Programming Problems,Jürgen Manowsky,7a19b9c25a8444658d49af79aba1b9fd,IEEE Transactions on Pattern Analysis and Machine Intelligence,TPAMI,Journal,,MachineLearning,True,TPAMI-Volume-2,DemoPaper
579,cbe030bb17b34b18b36d568122562c99,On MAPA/G/K/K Stations,Khaled Moustafa,6f92054b6e4046a092039ea0bad7baed,Journal of the Association for Information Science and Technology,JASIST,Journal,,MachineLearning,False,,ShortPaper
580,9d3e09d9590744a0997a37fe2d20c6bf,On Markov-Additive Jump Processes,Stefan Gerberding,365536353c494d74a523a2a69e1e811a,International Journal of Computer Vision,IJCV,Journal,,NaturalLanguageProcessing,False,,FullPaper
581,b0898bcba54e481994c06d2a681e708b,On Markovian Spatial Arrival Processes for the Performance Analysis of Mobile Communication Networks,Bart Geurts,5623c7ecea344743a147bb55b301c819,Conference on Learning Theory,COLT,Conference,Workshop,ArtificialIntelligence,True,COLT-Proceeding-9,ShortPaper
582,3ecbc1cf410240b49baf486c61b988f5,On Multiparity Games for Pointer Jumping,Knut Jørgen Vie,3a44c271c0a44bc2b2acfa8fd83df557,IEEE Transactions on Knowledge and Data Engineering,IEEE-TKDE,Journal,,NaturalLanguageProcessing,False,,FullPaper
583,9653c2c6d6034134a4484504853387d9,On Multiplicative Structure in Quasi-Newton Methods for Nonlinear Equations,Stefan Böttcher,01a5934c3c5f4173835f63b0c52675ba,Association for the Advancement of Artificial Intelligence,AAAI,Conference,RegularConference,MachineLearning,False,,FullPaper
584,a8439460999742fb943699bfd5b491fa,On Optimization Properties of Functions with a Concave Minorant,Don Gotterbarn,7af510c5c64e4221ba3f69376d18ebee,International Journal of Computer Vision,IJCV,Journal,,NaturalLanguageProcessing,True,IJCV-Volume-8,DemoPaper
585,4b7b68e2a36446938e39944d13314a9e,On Product Connection Theorems for Markov Chains,Nikolas Stroth,37dc2b8d2ac646b2b35e747fc01f19a5,IEEE Transactions on Neural Networks and Learning Systems,TNNLS,Journal,,Databases,False,,ShortPaper
586,5287c53b13ff40c6a538d86683846ff5,On Regularisation of Nonconvex Problems,Michael G. Anderson,24be91d2696a4974b984853c5fedac78,Association for Computational Linguistics,ACL,Conference,Workshop,NaturalLanguageProcessing,False,,Poster
587,f066cbd3c61443018837afd416e6c09b,On Rights-Based Partnerships to Measure Progress in Water and Sanitation.,Lothar Breuer,8d3758f8613c47b6911c755601c10ca0,International Conference on Learning Representations,ICLR,Conference,Symposium,NaturalLanguageProcessing,True,ICLR-Proceeding-5,ShortPaper
